WORD;DEFINITION;Type;;GROUPING
668;blazon;v;to describe a coat of arms
669;bleak;a;bare, desolate
670;blemish;v;spoil the appearance of
671;blight;v;to suffer blight
672;blithe;a;showing a casual indifference which is callous or improper
673;blithesome;a;happy or spriteful, carefree
674;bloated;a;swollen, puffed up
675;blockade;n;an obstruction of passage or progress
676;bluff;v;to mislead by a display of self-confidence or strength
677;blunder;v;to make a stupid mistake
678;blunderbuss;n;an action regarded as lacking in subtlety
679;blurt;v;to speak quickly or without thought
680;boatswain;n;an officer on a vessel, in charge of rigging, cables, etc
681;bode;v;to indicate by signs, as future events
682;bodice;n;the part of a woman's dress covering between neck and waist
683;bodily;a;of, relating to, or concerning the body
684;bogus;a;counterfeit or fake, not genuine
685;boisterous;a;noisy, energetic, rowdy
686;bole;n;the trunk or stem of a tree
687;bolero;n;a lively spanish dance
688;boll;n;the rounded seed-bearing capsule of a cotton or flax plant
689;bolster;v;to support or strengthen
690;bomb;v;to attack using one or more bombs, to bombard
691;bombard;v;to attack something with bombs or other missiles
692;bombardier;n;a bomber crew member who sights and releases bombs
693;bombast;n;high-sounding language with little meaning
694;bombastic;a;ostentatiously lofty in style
695;bon mot;a;a witty remark or comment, clever saying, witticism
696;bona fide;a;genuine, real
697;bondage;n;the state of being enslaved or the practice of slavery
698;booming;a;having a great period of prosperity
699;boon;n;a thing that is helpful or beneficial
700;boor;n;a rude, unmannerly person
701;borough;n;a fortified town, a town or city
702;bosom;a;in a very close relationship
703;botanize;v;to study plants or plant life
704;botany;n;the scientific study of plants, a branch of biology
705;bountiful;a;having a quantity or amount that is generous or plentiful
706;bourgeois;n;a member of the middle class
707;bovine;a;of, relating to, or affecting cattle
708;bowdlerize;v;to remove those parts of a text considered offensive, vulgar
709;bowler;n;one who engages in the sport of bowling
710;boycott;v;to abstain, either as an individual or group
711;brackish;a;salty or slightly salty, as a mixture of fresh and sea water
712;brae;n;the sloping bank of a river-valley, any slope or hillside
713;braggart;n;someone who boasts
714;brandish;v;to move or swing a weapon back and forth
715;brash;a;impetuous or rash
716;bravado;n;a swaggering show of defiance or courage
717;brawn;n;strong, well-developed muscles
718;bray;v;of a donkey, to make it cry
719;braze;v;the joining together of two metal pieces without melting
720;brazen;a;bold and without shame
721;brazier;n;a barbecue
722;breach;n;an act of breaking a law, agreement or code of conduct
723;breadth;n;the extent or measure of how broad or wide something is
724;breaker;n;something that breaks
725;breech;n;the lower, rear trunk of the body
726;brethren;n;fellow members
727;brevity;n;concise and exact use of words in writing or speech
728;bric-a-brac;n;small ornaments, other miscellaneous items of little value
729;bridle;n;part of the harness of a horse, consisting of bit and reins
730;brigade;v;to form troops into a brigade
731;brigadier;n;an army rank, an officer commanding a brigade
732;brigand;n;an outlaw or bandit
733;brimstone;a;about or pertaining to hell
734;brindled;a;of a brownish, tawny or gray colour, with streaks or spots
735;brine;v;to preserve food in a salt solution
736;bristle;v;to be on one's guard or raise one's defenses
737;britannia;n;the ancient Roman name for Great Britain
738;briticism;n;an idiom used in britain but not in other eng-speaking areas
739;brittle;a;liable to break or snap easily under stress or pressure
740;broach;v;to mention or suggest for the first time
741;broadcast;v;to transmit a message or signal via electronic means
742;brogan;n;a heavy working shoe, a brogue
743;brogue;v;to speak with an accent
744;brokerage;n;a company whose business is to act as a broker
745;bromide;n;a binary compound of bromine and some other element
746;bromine;n;a non-metallic chemical element, one of the halogens
747;bronchitis;n;an inflammation of the bronchi of the lungs
748;bronchus;n;the primary branches of the trachea, leading into the lungs
749;brooch;n;women’s jewellery having a pin to be fixed to garments
750;brotherhood;n;the state of being brothers or a brother
751;brouhaha;n;a stir, a fuss or uproar
752;browbeat;v;to bully in an intimidating, bossy, or supercilious way
753;browse;v;to casually look through in order to find items of interest
754;bruit;v;to spread, promulgate or disseminate a rumour, news etc
755;brunt;n;the chief consequences or negative results of something
756;brusque;a;rudely abrupt, unfriendly
757;bucolic;n;a pastoral poem
758;buffet;n;a blow, typically with the hand or fist
759;buffoon;v;to behave like a buffoon
760;bulbous;a;having the shape of or resembling a bulb, bloated
761;bullion;n;a bulk quantity of precious metal, usually gold or silver
762;bullock;n;a castrated bull
763;bulrush;n;any of several wetland herbs
764;bulwark;v;to fortify something with a wall or rampart
765;bumptious;a;obtrusively pushy, self-assertive to a pretentious extreme
766;bungalow;n;a small house or cottage usually having a single story
767;bungle;v;to botch up, bumble or incompetently perform a task
768;buoyant;a;having buoyancy, able to float
769;bureau;n;office
770;bureaucracy;n;structure and regulations in place to control activity
771;burgeon;v;begin to grow or increase rapidly
772;burgess;n;an inhabitant of a borough with full rights, a citizen
773;burgher;n;a citizen, especially one belonging to middle class
774;burlesque;v;to make a burlesque parody of
775;burly;a;large, well-built, and muscular
776;burnish;v;to make smooth or shiny by rubbing, to polish, to shine
777;bursar;n;the treasurer of a university, college or school
778;bustle;v;to move busily and energetically with fussiness
779;butte;n;an isolated hill with steep sides and a flat top
780;buttress;v;to provide a structure with projecting supports
781;buxom;a;having a voluptuous figure, especially having large breasts
782;bylaw;n;a rule governing a corporation or society's internal affairs
783;byline;n;a line in a newspaper naming the writer of an article
784;cabal;n;a secret political clique or faction
785;cabalism;n;the principles or doctrines of the cabala
786;cabinet;n;a cupboard for storing or displaying articles
787;cacophony;n;a harsh, discordant mixture of sounds
788;cadaver;n;a dead body, especially of a human to be dissected
789;cadence;n;a modulation or inflection of the voice
790;cadenza;n;an elaborate solo passage in a piece of music
791;cadet;n;a student in training at a military school
792;cadge;v;ask for or obtain something to which one is not entitled
793;caitiff;a;especially despicable, cowardly
794;cajole;v;persuade someone to do something by flattery or coaxing
795;calamity;n;an event causing great and often sudden damage or distress
796;calculable;a;able to be calculated
797;calculus;n;a particular method of calculation
798;calescence;n;growing warm, increasing in heat
799;calibrate;v;to check or adjust by comparison with a standard
800;calibre;n;degree of capacity or competence, ability
801;callosity;a;hardheartedness
802;callous;a;showing a cruel and insensitive disregard for others
803;callow;a;immature or inexperienced
804;calorific;a;pertaining to conversion into heat
805;calumniate;v;to make false and defamatory statements
806;calumny;n;a misrepresentation intended to discredit another
807;calvary;n;a sculpture of the crucifixion on a piece of raised ground
808;calvinism;n;the doctrines and teachings of john calvin
809;calvish;a;like a calf, stupid
810;camaraderie;n;mutual trust and friendship among people
811;cameo;v;a brief appearance of a prominent actor in a video
812;campaign;v;work in an organized and active way toward a particular goal
813;canaanite;n;a member of a people that inhabited ancient palestine
814;canard;n;a false or misleading report, especially if deliberately so
815;canary;v;to dance nimbly (as in the canary dance)
816;candid;a;free from prejudice, impartial
817;candor;n;whiteness, brilliance
818;canine;a;of, or pertaining to, a dog or dogs
819;canny;a;careful, prudent, cautious
820;canon;n;a generally accepted principle
821;cant;v;to speak with the jargon of a class or subgroup
822;cantankerous;a;ill-tempered, cranky, surly, crabby
823;cantata;n;a vocal composition accompanied by instruments
824;canter;v;to move at such pace
825;canto;n;one of the chief divisions of a long poem, a book
826;cantonment;n;temporary military living quarters
827;canvas;v;to cover an area or object
828;capacious;a;having a lot of space inside, roomy
829;capillary;a;of or pertaining to hair
830;capitulate;v;to draw up in chapters, to enumerate
831;caprice;n;a sudden and unaccountable change of mood or behavior
832;capricious;a;given to sudden, unaccountable changes of mood or behavior
833;captious;a;apt to notice and make much of trivial defaults
834;captivate;v;attract and hold interest and attention of, charm
835;carcass;n;body of a dead animal
836;cardiac;a;pertaining to the heart
837;cardinal;a;of fundamental importance, crucial, pivotal
838;careen;v;turn (a ship) of its side for cleaning or repair
839;caret;n;a mark made in writing to show something is to be inserted
840;caricature;v;to represent someone in an exaggerated or distorted manner
841;carnage;n;death and destruction
842;carnal;a;relating to the physical and especially sexual appetites
843;carnivorous;a;feeding on other animals, meat-eaters
844;carouse;v;to engage in a noisy or drunken social gathering
845;carp;v;to complain about a fault, to harp on
846;carrion;n;dead flesh, carcasses
847;carte blanche;n;complete freedom to act as one wishes or thinks best
848;cartilage;n;a type of dense, non-vascular connective tissue
849;cartographer;n;the study and practice of making maps
850;cartridge;n;a container holding a quantity of ink or other substance
851;caste;n;any hereditary social class of south asian societies
852;castigate;v;to punish, reprimand someone severely
853;casualty;n;something that happens by chance
854;casuistry;n;oversubtle reasoning in questions of morality
855;cat-o-nine-tails;n;a whip, usually having nine knotted cords, used for flogging
856;cataclysm;n;a sudden, violent event
857;catalogue;v;a list or record, systematically arranged
858;catalyst;n;a person or thing that precipitates an event
859;catapult;n;a device that launches an object some distance
