WORD;DEFINITION;Type;;GROUPING
3057;infest;v;to live in or overrun to an unwanted degree
3058;infidel;n;a non-believer of a certain religion
3059;infiltrate;v;to surreptitiously penetrate, enter or gain access
3060;infinite;a;indefinably large, countlessly great, immense
3061;infinitesimal;a;incalculably, exceedingly, or immeasurably minute
3062;infirm;v;to contradict, to provide proof that something is not
3063;infirmary;n;a place where sick or injured people are cared for
3064;infirmity;n;feebleness, frailty or ailment, especially due to old age
3065;inflammable;a;capable of burning, easily set on fire
3066;inflammatory;a;tending to inflame or provoke somebody
3067;inflexible;a;not flexible, not capable of bending or being bent, stiff
3068;influence;n;the capacity to be a compelling force on actions, behavior
3069;influx;n;a flow inward or into something
3070;infraction;n;a minor offence, petty crime
3071;infrastructure;n;the basic, underlying framework of a system of organization
3072;infrequent;a;rarely happening or present, only occasional
3073;infringe;v;break or violate a treaty, a law, a right etc
3074;infuse;v;to cause to become an element of something, insert or fill
3075;infusion;n;that which is infused
3076;ingenious;a;displaying genius or brilliance, tending to invent
3077;ingenue;n;an innocent, naïve, wholesome girl or young woman
3078;ingénue;n;alternative spelling of ingénue
3079;ingenuous;a;naive and trusting
3080;inglorious;a;ignominious, disgraceful, not famous, obscure
3081;ingraft;v;to insert, as of one plant into another, for propagation
3082;ingrate;a;ungrateful
3083;ingratiate;v;to establish (oneself) in the favor or good graces of others
3084;ingratitude;n;a lack or absence of gratitude, thanklessness
3085;inherent;a;naturally a part or consequence of something
3086;inhibit;v;to hinder, to restrain
3087;inhospitable;a;not inclined to hospitality, unfriendly
3088;inhuman;a;of or pertaining to inhumanity and the indifferently cruel
3089;inhume;v;to bury in a grave
3090;inimical;a;adverse in tendency or effect, unfavorable, harmful
3091;inimitable;a;beyond imitation, surpassing all others, matchless
3092;iniquitous;a;characterized by injustice or wickedness
3093;iniquity;n;deviation from what is right, wickedness, gross injustice
3094;initiate;v;to begin, to start, to introduce
3095;inject;v;to pump (especially fluids) into a cavity or passage
3096;injunction;n;the act of enjoining, the act of directing, commanding
3097;inkling;n;a slight suspicion or hint
3098;inland;a;within the land, remote from the ocean
3099;inlet;n;an indentation of a shoreline, small bay or arm
3100;inmost;a;the very deepest within, innermost
3101;innate;a;existing in one from birth, inborn, native
3102;innocuous;a;not harmful or injurious, harmless
3103;innovate;v;to alter, to change into something new
3104;innuendo;n;a derogatory hint or reference to a person or thing
3105;innumerable;a;not capable of being counted, indefinitely numerous
3106;inoculate;v;to introduce an antigenic substance or vaccine into the body
3107;inoffensive;a;not offensive
3108;inopportune;a;unsuitable for some particular purpose
3109;inordinate;a;excessive, unreasonable or inappropriate in magnitude
3110;inquire;v;to ask (about something)
3111;inquisition;n;an investigation or inquiry into the truth of some matter
3112;inroad;n;an advance into enemy territory, an attempted invasion
3113;insatiable;n;a damaging or serious encroachment
3114;inscribe;v;to write or cut words onto something, to engrave
3115;inscrutable;a;difficult or impossible to comprehend, fathom, or interpret
3116;insecure;a;not secure
3117;insensible;a;unable to be perceived by the senses
3118;insentient;a;having no consciousness or animation, not sentient
3119;inseparable;a;not able to be separated, bound together permanently
3120;insidious;a;intended to entrap or beguile
3121;insight;n;a sight or view of the interior of anything, introspection
3122;insinuate;v;to make a way for or introduce something by subtle means
3123;insipid;a;without distinctive, interesting, or stimulating qualities
3124;insistent;a;standing or resting on something
3125;insolence;n;arrogant conduct, insulting, bold behaviour or attitude
3126;insolent;a;insulting in manner or words
3127;insomnia;n;a sleeping disorder that is known for inability to sleep
3128;insouciant;a;free from concern, worry, or anxiety, carefree, nonchalant
3129;inspector;n;a person employed to inspect something
3130;instance;v;to mention as a case or example, to refer to, to cite
3131;instant;a;an infinitesimal or very short space of time, a moment
3132;instigate;v;to goad or urge forward, to set on, to provoke, to incite
3133;instigator;n;a person who intentionally incites or starts something
3134;instill;v;to cause a quality to become part of someone's nature
3135;institute;v;to begin or initiate something
3136;instructive;a;conveying knowledge, information or instruction
3137;insufficient;a;not sufficient
3138;insular;a;of, pertaining to, being, or resembling an island or islands
3139;insulate;v;cover or line with material to prevent passage of heat, etc
3140;insult;v;to treat or speak to insolently, with contemptuous rudeness
3141;insuperable;a;impossible to achieve or overcome or be negotiated
3142;insuppressible;a;that cannot be suppressed
3143;insurgence;n;an uprising or rebellion, an insurrection
3144;insurrection;n;an organized opposition to an authority, a rebellion
3145;intangible;a;incapable of being perceived by the senses, incorporeal
3146;integral;a;constituting a whole together, not omittable or removable
3147;integrity;n;adherence to moral and ethical principles
3148;intellect;n;the faculty of thinking, judging, abstract reasoning, etc
3149;intelligible;a;capable of being understood, comprehensible, clear
3150;intemperance;n;lack of moderation or temperance, excess
3151;intension;n;intensification, increase in degree
3152;intention;n;a course of action that a person intends to follow
3153;inter;v;to bury in a grave
3154;interact;v;to act one upon another
3155;intercede;v;to plea on someone else's behalf
3156;intercept;v;to stop, deflect or divert (something in progress or motion)
3157;intercession;n;an act or instance of interceding
3158;intercessor;n;a person who intercedes, a mediator
3159;interdict;n;any prohibitory decree of a court or administrative officer
3160;interim;a;an intervening time, transitional, meantime
3161;interject;v;to insert something between other things
3162;interlocutor;n;a person who takes part in dialogue or conversation
3163;interloper;n;a person who interferes or meddles in the affairs of others
3164;interlude;v;an intervening episode, space, period, etc
3165;intermediate;v;to mediate, to be an intermediate
3166;interminable;a;existing or occurring without interruption or end, ceaseless
3167;intermission;n;a break between two performances or sessions (concert, etc)
3168;intermit;v;to interrupt, to stop or cease temporarily, to suspend
3169;internecine;a;of or pertaining to conflict or struggle within a group
3170;interpolate;v;to introduce (something additional) between other things
3171;interpose;v;to insert something (or oneself) between other things
3172;interpreter;n;one who translates the words of a speaker to the audience
3173;interrogate;v;to question or quiz, especially in a thorough manner
3174;intersect;v;to cross, to cut
3175;intersperse;v;to mix irregularly something with something else
3176;interstice;n;a small opening or space between objects
3177;intervale;n;a lowly tract of land along a river
3178;intervene;v;to come between, or to be between, persons or things
3179;intestacy;n;the state of dying without having made a valid will
3180;intestate;a;to be without a valid will
3181;intestine;n;the lower part of the alimentary canal
3182;intimacy;n;the state of being intimate
3183;intimation;n;the act of intimating, also, the thing intimated
3184;intimidate;v;to make timid or fearful, to inspire or affect with fear
3185;intolerable;a;not capable of being borne or endured, insufferable
3186;intoxicant;a;an intoxicating agent, as alcohol or drugs
3187;intoxicate;v;to stupefy by doping with chemical substances like alcohol
3188;intracellular;a;inside or within a cell
3189;intractable;a;not easily controlled, not docile or manageable, stubborn
3190;intramural;a;pertaining to something within one institution
3191;intransigent;a;unwilling to compromise or moderate a position, stubborn
3192;intrepid;a;resolutely fearless, dauntless
3193;intricacy;n;the state or quality of being intricate or entangled
3194;intricate;v;to become enmeshed or entangled
3195;intrigue;v;to conceive or carry out a secret plan intended to harm
3196;intrinsic;a;innate, inherent, inseparable from itself, essential
3197;introductory;a;introducing, giving a preview or idea of
3198;introgression;n;genes of one species introduced in the gene pool of another
3199;intromit;v;to send, put or let in, to introduce, to admit
3200;introspect;v;consider one's own internal state or feelings
3201;introvert;n;one who focuses on their own mind, feelings, or affairs
3202;intrude;v;to enter without permission
3203;intuition;n;immediate cognition without the use of rational processes
3204;intuitive;a;doesn't require conscious thought, understood by intuition
3205;inundate;v;to cover with large amounts of water, to flood
3206;inundation;n;an overflow, a flood
3207;inure;v;to come into use, take or have effect
3208;inured;v;to accustom to hardship, difficulty, pain, etc
3209;invalid;n;an infirm or sickly person
3210;invalidate;v;to make invalid, especially applied to contract law
3211;invaluable;a;of great value, costly, precious, priceless
3212;invariable;a;not variable, constant
3213;invasion;n;a military action of armed forces entering another territory
3214;invective;n;vehement or violent denunciation, censure, or reproach
3215;inveigh;v;to protest strongly or attack vehemently with words
3216;inveigle;v;to convert, convince or win over with flattery or wiles
3217;inventive;a;of, or relating to invention
3218;inverse;a;reversed position, direction, or tendency
3219;inversion;n;the action of inverting
3220;invert;v;to turn (something) upside down or inside out
3221;investigator;n;one who investigates
3222;investor;n;a person who invests money in order to make a profit
3223;inveterate;a;settled or confirmed in a habit, practice, or feeling
3224;invidious;a;calculated to create ill will or resentment or give offense
3225;invigorate;v;to impart vigor, strength, or vitality to
3226;invincible;a;impossible to defeat, destroy or kill
3227;inviolable;a;not susceptible of violence or of being profaned/corrupted
3228;invocation;n;the act of calling for the presence of some superior being
3229;invoke;v;to call upon (a person, especially a god) for help
3230;involuntary;a;without intention, unintentional
3231;involution;n;entanglement, a spiralling inwards, intricacy
3232;involve;v;to roll or fold up, to wind round, to entwine
3233;invulnerable;a;incapable of being wounded, or of receiving injury
3234;inwardly;a;in or on, or with reference to, the inside or inner part
3235;iota;n;the ninth, and smallest, letter of the greek alphabet
3236;irascible;a;easily provoked to anger, very irritable
3237;irate;a;extremely angry, wrathful, enraged
3238;ire;v;to anger, to fret, to irritate
3239;iridescent;a;producing a display of lustrous, rainbow-like colors
3240;irk;v;to irritate, annoy, bother
3241;irksome;a;disagreeable or troublesome, bothersome, annoying
3242;irony;n;use of words to convey meaning opposite the literal meaning
3243;irradiance;n;incident flux of radiant energy per unit area
3244;irradiate;v;to throw rays of light upon, to illuminate, to brighten
3245;irrational;a;not rational, unfounded or nonsensical
3246;irreducible;a;not able to be reduced or lessened
3247;irrefragable;a;which cannot be refuted, indisputable, clearly right
3248;irrefragable;a;not able to be refuted or disproved
3249;irrefrangible;a;not to broken or transgressed, inviolable
3250;irrefutable;a;undeniable, unable to be disproved or refuted
3251;irrelevant;a;not related, not applicable, unimportant, not connected
3252;irreligious;a;contrary to religious beliefs and practices
3253;irreparable;a;incapable of being repaired, amended, cured or rectified
3254;irrepressible;a;not containable or controllable
3255;irreproachable;a;free from blame, not open to reproach or criticism
3256;irresistible;a;not able to be resisted
3257;irresolute;a;undecided or unsure how to act
3258;irresponsible;a;lacking a sense of responsibility
3259;irreverent;a;lacking proper respect or seriousness, sarcastic
3260;irreversible;a;incapable of being reversed or turned about or back
3261;irrevocable;a;unable to be retracted or reversed, final
3262;irrhetorical;a;not rhetorical
3263;irrigate;v;to supply farmland with water
3264;irritable;a;capable of being irritated
3265;irritancy;n;the quality of being irritant or irritating
3266;irritate;v;to provoke impatience, anger, or displeasure
3267;irruption;n;the action of irrupting or breaking into, a violent entry
3268;isle;n;an island
3269;islet;n;a small island
3270;isobar;n;atoms having equal weight but different atomis numbers
3271;isochronous;a;happening at regular intervals
3272;isolate;v;to set apart or cut off from others
3273;isothermal;a;of a process that takes place at constant temperature
3274;itinerary;n;a route or proposed route of a journey
3275;itinerate;v;to travel from place to place
3276;jaded;v;dulled or satiated by overindulgence
3277;jargon;n;a technical terminology unique to a particular subject
3278;jaundice;v;to color by prejudice or envy, to prejudice
3279;jaunt;v;to ramble here and there, to stroll, to make an excursion
3280;jeer;v;to utter sarcastic or mocking comments
3281;jejune;a;without interest or significance, dull
3282;jeopardy;n;danger of loss, harm, or failure
3283;jeremiad;n;a prolonged lamentation or mournful complaint
3284;jettison;v;to cast (goods) overboard in order to lighten a vessel
3285;jingo;n;one who supports policy favouring war
3286;jingoist;a;the policy or practice of jingoes, bellicose chauvinism
3287;jocose;a;given to or characterized by joking, jesting, humorous
3288;jocular;a;characterized by, or intended for joking or jesting
3289;jocund;a;cheerful, merry, gay, blithe, glad
3290;joggle;v;to shake slightly, to jostle, to jog
3291;jollity;n;the state of being jolly, cheerfulness
3292;journalize;v;to record in a journal
3293;joust;v;to engage in mock combat on horseback
3294;jovial;a;endowed with or characterized by a hearty or joyous humor
3295;jubilant;a;showing great joy, satisfaction, or triumph, rejoicing
3296;judgment;n;the act of judging
3297;judicature;n;the administration of justice by judges and courts
3298;judicial;a;of or relating to a court of law
3299;judicious;a;having, or characterized by, good judgment or sound thinking
3300;juggernaut;n;any large, overpowering, destructive force or object
3301;juggle;v;to manipulate objects, such as balls, clubs, etc artfully
3302;jugglery;n;the art of a juggler (i e trickery or deception)
3303;jugular;a;relating to, or located near, the neck or throat
3304;junction;n;the act of joining, or the state of being joined
3305;juncture;n;a place where things join, a junction
3306;juridical;a;pertaining to the law or rule of law, legal, judicial
3307;jurisdiction;n;the power, right, or authority to interpret and apply law
3308;jurisprudence;n;the science or philosophy of law
3309;juror;n;a member of a jury
3310;justification;n;reason or excuse which gives acceptable support for behavior
3311;jut;v;to stick out
3312;juvenile;a;young, not fully developed
3313;juxtapose;v;to place close together or side by side, esp. for comparison
3314;juxtaposition;v;to place in juxtaposition
3315;keen;v;to sharpen, to make cold
3316;keepsake;n;something kept for sentimental or nostalgic reasons
3317;kerchief;n;a piece of cloth used to cover the head
3318;kernel;n;the body of a seed inside the husk
3319;killjoy;n;a person who is anti-fun, or prevents others from having fun
3320;kiln;n;a furnace or oven for burning, baking, or drying something
3321;kindle;v;to start (a fire) or light (a torch)
3322;kindred;a;of the same nature
3323;kinetic;a;pertaining to motion
3324;kinfolk;n;relatives or kindred
3325;kingling;n;a kinglet, a petty king or ruler
3326;kismet;n;fate, destiny
3327;kleptomaniac;n;one who steals compulsively
3328;knave;n;a tricky, deceitful fellow, a dishonest person, a rogue
3329;knavery;n;the (mis)behaviour of a knave, boyish mischief
3330;knead;v;to work into a mass by repeated pressure with the knuckles
3331;knell;n;sound made by a bell rung slowly, especially for funerals
3332;knickknack;n;an ornamental trinket or gimcrack, a bit of bric-a-brac
3333;knoll;n;a small, rounded hill or eminence, hillock
3334;knotty;a;full of knots
3335;kudos;n;praise, accolades
3336;laborious;a;requiring much physical effort, toilsome
3337;labyrinth;v;to enclose in a labyrinth, or as though in a labyrinth
3338;labyrinthine;a;physically resembling a labyrinth, maze-like
3339;lacerate;v;to tear, rip or wound
3340;laceration;n;an irregular open wound caused by a blunt impact
3341;lachrymose;a;suggestive of or tending to cause tears, mournful
3342;lackadaisical;a;showing no interest or enthusiasm
3343;lackey;v;to attend, wait upon, serve obsequiously
3344;lackluster;a;lacking brilliance or radiance, dull
3345;laconic;a;using few words, concise
3346;lactation;n;the secretion of milk from the mammary gland of a female
3347;lacteal;a;relating to milk
3348;lactic;a;of, relating to, or derived from milk
3349;laddie;n;a small boy
3350;ladle;v;to serve something with a ladle
3351;laggard;a;hanging back, loitering
3352;lagniappe;n;an extra or unexpected gift or benefit
3353;lambaste;v;to beat or whip severely
3354;lament;v;to feel or express sorrow or regret for
3355;lamentation;n;the act of lamenting
3356;lampoon;v;to satirize or poke fun at
3357;lance;v;to pierce with a lance, or with any similar weapon
3358;landholder;n;a person who owns land
3359;landlord;n;person who owns and rents land such as a house or apartment
3360;landscape;v;to do various grounds maintenance
3361;languid;a;lacking in vigor or vitality, slack or slow
3362;languor;n;a state of the body or mind caused by exhaustion or disease
3363;lapse;v;to fall away gradually, to subside
3364;larceny;n;the unlawful taking of personal property, theft
3365;larder;n;a cool room in a domestic house where food is stored
3366;largess;n;generous bestowal of gifts
3367;largesse;n;alternative spelling of largess
3368;lascivious;a;inclined to lustfulness, wanton, lewd
3369;lassie;n;a young girl, a lass, especially one seen as a sweetheart
3370;lassitude;n;weariness of body or mind from strain, oppressive climate
3371;latency;n;a delay between the initiation and occurence of something
3372;latent;a;present but not visible, apparent, or actualized, potential
3373;lateral;a;of or pertaining to, situated at, or directed to a side
3374;latish;a;somewhat or rather late
3375;lattice;n;a flat panel constructed with crossed thin strips of wood
3376;laud;v;to praise, to glorify
3377;laudable;a;deserving praise, praiseworthy
3378;laudation;n;the act of lauding, praise, high commendation
3379;laudatory;a;containing or expressing praise
3380;laundress;n;a woman whose work is the washing and ironing of clothes
3381;laureate;v;to honor with a wreath of laurel
3382;lave;v;to pour or throw out, as water, lade out, bail
3383;lavish;v;to expend or bestow with profusion, to squander
3384;lawgiver;n;one who provides the laws to a society
3385;lawmaker;n;one who makes or enacts laws
3386;lax;a;lenient and allowing for deviation, not strict
3387;laxative;a;having the effect of moving the bowels, or aiding digestion
3388;laxity;n;the state or quality of being lax
3389;lea;n;an open field, meadow
3390;leaflet;n;a small flat or folded sheet of printed paper, advertisement
3391;leaven;v;to add a leavening agent
3392;lectern;n;a stand with a slanted top used to support a bible
3393;leery;a;cautious, hesitant, or nervous about something
3394;leeward;a;away from the direction from which the wind is blowing
3395;legacy;a;anything handed down from the past, as from a predecessor
3396;legalize;v;alternative spelling of legalise
3397;legerdemain;n;sleight of hand
3398;legging;v;present participle of leg
3399;legible;a;being clear enough to be read, readable
3400;legion;n;a division of the roman army of 3000 to 6000 soldiers
3401;legionary;a;relating to, or consisting of a legion or legions
3402;legislate;v;to pass laws, incl. the amending or repeal of existing laws
3403;legislator;n;someone who creates or enacts laws
3404;legitimate;v;to make legitimate, lawful, or valid
3405;leisure;n;freedom provided by the cessation of activities
3406;lenient;a;lax, tolerant of deviation, permissive, not strict
3407;leonine;a;of, pertaining to, or characteristic of the lion
3408;lethargy;n;the quality or state of being drowsy and dull, listless
3409;levee;n;an embankment to prevent inundation
3410;lever;v;to move with a lever
3411;leverage;v;to use, to exploit, to take full advantage (of something)
3412;leviathan;a;very large, gargantuan
3413;levitate;v;to cause to rise in the air and float
3414;levity;n;lightness of manner or speech, frivolity
3415;levy;v;to impose a tax or fine, to collect monies due
3416;lewd;a;lascivious, sexually promiscuous, rude
3417;lexicographer;n;one who writes or compiles a dictionary
3418;lexicography;n;the art or craft of writing and editing dictionaries
3419;lexicon;n;a wordbook or dictionary
3420;liability;n;moneys owed, debts or pecuniary obligations
3421;liable;a;bound or obliged in law or equity, responsible, answerable
3422;liaison;n;communication between two parties or groups
3423;libation;n;pouring a liquid on the ground or on a victim in sacrifice
3424;libel;v;to defame someone
3425;liberate;v;to free, to release from restraint or bondage
3426;libertarian;a;relating to the beliefs of libertarians
3427;libretto;n;the text of a dramatic musical work, such as an opera
3428;licentious;a;sexually unrestrained, lascivious, libertine, lewd
3429;licit;a;not forbidden by formal or informal rules
3430;liege;a;sovereign, independent, having right to allegiance
3431;lien;v;alternative form of lain
3432;lieu;n;see in lieu or in lieu of
3433;ligament;n;band of strong tissue that holds bones in position
3434;ligature;v;The act of binding or tying up
3435;ligneous;a;of, or resembling wood, woody
3436;likelihood;n;the state of being likely or probable
3437;lilliputian;a;extremely small, tiny
3438;limber;v;bending readily, pliant, lithe
3439;limerick;n;a kind of humorous verse of five lines
3440;limitation;n;the act of limiting or the state of being limited
3441;limpid;a;clear, transparent, or pellucid, as water, crystal, or air
3442;linchpin;n;a pin through holes at the end of an axle to secure a wheel
3443;lineage;n;descent in a line from a common progenitor, race
3444;linear;a;having the form of a line, straight
3445;liner;n;someone who fits a lining to something
3446;lingo;n;language, jargon or a dialect
3447;lingua;n;language
3448;lingual;a;related to the tongue
3449;liniment;n;a liquid or semi liquid preparation for applying to the skin
3450;lionize;v;to treat (a person) as a celebrity
3451;liquefacient;n;something that liquefies or promotes liquefaction
3452;liquefy;v;to make into a liquid by condensing a gas or melting a solid
3453;liqueur;n;a flavored alcoholic beverage that is usually very sweet
3454;liquidate;v;to settle a debt by paying the outstanding amount
3455;liquor;v;to drink liquor, usually to excess
3456;lissome;a;lithe, quick and graceful in movement
3457;listless;a;having or showing little or no interest in anything, languid
3458;litany;n;a prolonged or tedious account
3459;literacy;n;the ability to read
3460;literal;a;exactly as stated, understood without extra interpretation
3461;literati;n;persons of scholarly or literary attainments, intellectuals
3462;literature;n;the body of all written works
3463;lithe;a;bending readily, pliant, limber
3464;lithesome;a;describing as being lithe
3465;lithograph;v;to create a copy of an image through lithography
3466;lithotype;n;a printing plate used in lithotypography
3467;litigant;n;a person engaged in a lawsuit
3468;litigate;v;to go to law
3469;litigious;a;of or relating to litigation
3470;littoral;a;of or relating to the shore, especially the seashore
3471;liturgy;n;a form of public worship, ritual
3472;livelihood;n;a person's lifetime, or their manner of living
3473;livid;a;enraged, furiously angry
3474;loam;n;a rich, friable soil
3475;loath;a;unwilling, reluctant, averse, disinclined
3476;loathe;v;to hate, detest, revile
3477;lobbyist;n;a person remunerated to persuade (to lobby) politicians
3478;locative;a;indicating place, or the place where, or wherein
3479;loch;n;a lake
3480;locomotion;n;the ability to move or the act of moving from place to place
3481;lode;n;a rich supply or source
3482;lodgment;n;an area used for lodging
3483;lofty;a;high, tall, having great height or stature
3484;logic;n;the principles governing correct or reliable inference
3485;logical;a;in agreement with the principles of logic
3486;logician;n;a person who studies or teaches logic
3487;logistics;n;the planning, implementation, and coordination of details
3488;loiterer;n;one who loiters, one who lingers or hangs around
3489;loll;v;to act lazily or indolently, to recline, to lean
3490;longevity;n;the quality of being long-lasting, especially of life
3491;loot;v;to steal, especially as part of war, riot
3492;loquacious;a;talking or tending to talk much or freely, talkative
3493;loquacity;n;talkativeness
3494;lordling;n;an unimportant or petty lord
3495;lough;n;a lake or long, narrow inlet, especially in ireland
3496;louse;v;to remove lice from the body of a person or animal
3497;lucid;a;easily understood, completely intelligible or comprehensible
3498;lucrative;a;producing a surplus, profitable
3499;lucubration;n;laborious work, study, thought, etc , especially at night
3500;ludicrous;a;idiotic or unthinkable, often to the point of being funny
3501;lugubrious;a;mournful, dismal or gloomy, especially in an affected manner
3502;lukewarm;a;temperature between warm and cool
3503;lumen;n;the amount of light that falls on a unit area
3504;luminary;n;one that is an inspiration to others, who has had success
3505;luminous;a;emitting light, glowing brightly
3506;lummox;n;a clumsy, stupid person
3507;lunacy;n;the state of being mad, insanity
3508;lunar;a;of, or pertaining to, the moon
3509;lunatic;n;an insane person
3510;lune;n;anything shaped like a crescent or a half moon
3511;lurid;a;shocking, horrifying
3512;luscious;a;sweet and pleasant, delicious
3513;lustrous;a;having a glow, having luster, shining
3514;luxuriate;v;to enjoy luxury
3515;luxurious;a;enjoying pleasures of luxury
3516;lying;a;characterized by luxury, ministering or conducive to luxury
3517;lynch;v;to execute without a proper trial, especially by hanging
3518;lyre;n;a stringed musical instrument
3519;macabre;a;representing or personifying death
3520;macadamize;v;to cover with small, broken stones to form a smooth surface
3521;macerate;v;to soften or separate (something) into pieces by soaking
3522;machination;n;a clever scheme or artful plot, usually crafted for evil
3523;machinations;n;plural form of machination
3524;machinery;n;the parts of a machine, collectively
3525;machinist;n;one versed in the principles of machines
3526;macrocosm;n;a complex structure, considered a single entity
3527;madden;v;to make angry
3528;madrigal;n;a song for a small number of unaccompanied voices
3529;maelstrom;n;a large, powerful, or violent whirlpool
3530;magician;n;an entertainer skilled in creating illusions
3531;magisterial;a;befitting the status of a master, authoritative
3532;magistracy;n;the office or dignity of a magistrate
3533;magnanimous;a;generous in forgiving an insult or injury
3534;magnate;n;a person of great influence in a particular field
3535;magnet;n;a thing or person that attracts
3536;magnetize;v;to make magnetic
3537;magnificence;n;grandeur, brilliance, lavishness or splendor
3538;magniloquent;a;speaking pompously, using swelling discourse, bombastic
3539;magnitude;n;size, extent, dimensions
3540;maharaja;n;a ruling prince in india, especially one of major states
3541;maidenhood;n;the time when one is a maiden or young girl
3542;maize;n;corn, a type of grain of the species zea mays
3543;maladroit;a;unskillful, awkward, bungling
3544;malady;n;any ailment or disease of the human body
3545;malaise;n;a feeling of general bodily discomfort or unpleasantness
3546;malapropism;n;the use of an inappropriate word in place of a similar one
3547;malaria;n;disease characterized by chills, fever, and sweating
3548;malcontent;a;dissatisfied with current conditions, discontented
3549;malediction;n;a curse, imprecation, slander
3550;malefactor;n;a criminal or felon
3551;maleficent;a;harmful or evil in intent or effect
3552;malevolent;a;having or displaying ill will, wishing harm on others
3553;malfeasance;n; an act by a public official that is contrary to law
3554;malicious;a;of, pertaining to, or as a result of malice or spite
3555;malign;v;to make defamatory statements about someone or something
3556;malignant;a;disposed to cause harm, suffering, or distress deliberately
3557;malinger;v;to pretend illness, especially in order to shirk one's duty
3558;malingerer;n;a person who malingers
3559;malleable;a;capable of being extended or shaped by hammering or pressure
3560;mallet;n;a hammerlike tool with a head commonly of wood
3561;maltreat;v;to treat badly
3562;mandate;n;authorization to act in a particular way on a public issue
3563;mane;n;the long hair growing on the neck of some animals
3564;maneuver;v;to move (something) carefully, and often with difficulty
3565;mania;n;violent derangement of mind, madness, insanity
3566;manifest;v;to show plainly, to make to appear distinctly
3567;manifold;v;to make manifold, multiply
3568;manipulatable;a;capable of being manipulated
3569;mannerism;n;a group of habitual behaviors peculiar to an individual
3570;manor;n;a landed estate
3571;mantel;n;the shelf above a fireplace
3572;mantle;v;to cover or conceal (something)
3573;manufacturer;n;a company that owns or runs a manufacturing plant
3574;manumission;n;release from slavery, freedom, the act of manumitting
3575;manumit;v;to release from slavery, to free
3576;mar;v;to damage or spoil, render less perfect, attractive
3577;maraud;v;to roam or go around in quest of plunder
3578;marauder;n;someone who moves about looking for plunder
3579;marginal;a;of, relating to, or located at a margin or an edge
3580;marine;a;pertaining to the sea (marine biology, marine insurance)
3581;maritime;a;related to the sea or sailing
3582;maroon;v;to abandon in a remote, desolate place
3583;marquee;n;a large tent with open sides, used for outdoor entertainment
3584;marred;v;impaired appearance
3585;marshal;v;to arrange troops etc in line for inspection or a parade
3586;marsupial;n;mammal of the order of marsupialia, i.e. kangaroos, wombats
3587;martial;a;of, relating to, or suggestive of war, warlike
3588;martian;a;of or pertaining to the planet mars
3589;martinet;n;a strict disciplinarian, especially a military one
3590;martyrdom;n;the suffering of death on account of adherence to a cause
3591;marvel;v;to become filled with wonderment or admiration
3592;masochist;n;someone who enjoys pain
3593;masonry;n;the art or occupation of a mason, stonework
3594;masquerade;v;to assemble in masks, to take part in a masquerade
3595;massacre;v;to kill unnecessarily and indiscriminately
3596;massive;a;of or pertaining to a large mass, weighty, heavy, or bulky
3597;mastery;n;the position or authority of a master, command
3598;masticate;v;to chew
3599;material;a;having to do with matter
3600;maternal;a;having the characteristics of a mother, motherly
3601;matinee;n;the afternoon showing of a movie or theatrical performance
3602;matriarch;n;a female leader of a family, a tribe or group
3603;matricide;n;the killing of one's mother
3604;matriculate;v;to enroll in a college or university as a degree candidate
3605;matrimony;n;marriage or the state of being married
3606;matrix;n;a thing constituting the point from which another originates
3607;matter;v;to be important
3608;maudlin;a;tearfully or weakly emotional, foolishly sentimental
3609;maul;n;a heavy hammer, as for driving stakes or wedges
3610;mausoleum;n;a large stately tomb
3611;maverick;n;a person of independent or unorthodox views
3612;mawkish;a;characterized by sickly sentimentality, maudlin
3613;maxim;n;an expression of a general truth or principle
3614;mead;n;an alcoholic drink fermented from honey and water
3615;meager;a;deficient in quantity or quality, lacking fullness
3616;meander;v;to wind, turn, or twist, to make flexuous, to wander
3617;mechanics;n;branch of mathematics dealing with motion and forces
3618;medallion;n;a large medal, usually decorative
3619;meddlesome;a;having a tendency to interfere in other people's business
3620;medial;a;of or pertaining to a mean or average
3621;mediate;v;to resolve differences between conflicting parties
3622;medicine;n;a substance which promotes healing when consumed in some way
3623;medieval;a;in the style of the middle ages
3624;mediocre;a;ordinary, not extraordinary, not special
3625;meditation;n;a devotional exercise of, or leading to contemplation
3626;medley;n;a mixture, especially of heterogeneous elements, hodgepodge
3627;meek;a;humbly patient or docile, as under provocation from others
3628;megalomania;n;a symptom of mental illness marked by delusions of greatness
3629;melancholy;a;affected with great sadness or depression
3630;melange;n;a collection containing a variety of miscellaneous things
3631;melee;n;a confused hand-to-hand fight among several people
3632;meliorate;v;to make better, to improve, to heal or solve a problem
3633;mellifluous;a;sweetly or smoothly flowing, sweet-sounding
3634;mellow;a;soft, sweet, and full-flavored from ripeness, as fruit
3635;melodious;a;having a pleasant melody or sound, tuneful
3636;memento;n;a keepsake, an object kept as a reminder of a place or event
3637;memorable;a;worthy to be remembered, very important or remarkable
3638;menace;n;something that threatens to cause evil or harm, a threat
3639;menagerie;n;a collection of live wild animals on exhibition
3640;mendacious;a;lying, untruthful or dishonest
3641;mendacity;n;untruthfulness, tendency to lie
3642;mendicant;a;begging, living on alms
3643;menial;a;of or relating to work normally performed by a servant
3644;mentality;n;a mindset, a way of thinking
3645;mentor;n;a wise and trusted counselor or teacher
3646;mephitic;a;foul-smelling
